AgencyName,RdwyNumber,Street,StreetDir,RoadwayName,StreetSfx,OWNER,ROAD_CLASSIFICATION,COUNCIL_DISTRICT,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,DAY_OF_WEEK,CollisionDate,CollisionTime,HOUR_OF_DAY,UnitsInvolved,MotorVehiclesInvolved,MODE,AGE,GENDER,INJURY,FATALITY,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,IsSecondaryCollision
SHIVELY POLICE DEPARTMENT,US0031W,3980,,DIXIE,HWY,STATE,MAJOR ARTERIAL,3,,,,,,,WEDNESDAY,2022/11/10 01:20:00+00,2020,8PM,2,2,MOTOR VEHICLE,52,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0864,,,POPLAR LEVEL,RD,STATE,MAJOR ARTERIAL,10,,,,,,,THURSDAY,2022/11/10 10:57:00+00,557,5AM,2,1,PEDESTRIAN,84,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1747,3415,,FERN VALLEY,RD,STATE,MAJOR ARTERIAL,21,KY1747,FERN VALLEY,,,,,THURSDAY,2022/11/10 20:09:00+00,1509,3PM,2,2,MOTOR VEHICLE,67,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,14,,WATSON,,,,,THURSDAY,2022/11/11 02:27:00+00,2127,9PM,2,1,PEDESTRIAN,41,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,W,HILL,ST,METRO,MINOR ARTERIAL,6,KY1020,2ND,,,,,THURSDAY,2022/11/11 03:39:00+00,2239,10PM,6,6,MOTOR VEHICLE,23,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,W,HILL,ST,METRO,MINOR ARTERIAL,6,KY1020,2ND,,,,,THURSDAY,2022/11/11 03:39:00+00,2239,10PM,6,6,MOTOR VEHICLE,29,MALE,FALSE,TRUE,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,W,HILL,ST,METRO,MINOR ARTERIAL,6,KY1020,2ND,,,,,THURSDAY,2022/11/11 03:39:00+00,2239,10PM,6,6,MOTOR VEHICLE,23,MALE,FALSE,TRUE,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,184,N,EWING,AVE,METRO,LOCAL,9,,,,,,,THURSDAY,2022/11/11 04:16:00+00,2316,11PM,1,1,MOTOR VEHICLE,28,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1703,,,NEWBURG,RD,STATE,MINOR ARTERIAL,10,,,I 0264,I264 EB EXIT15 ON RAMP FROM KY1703 SB,I 0264,I264 WB EXIT15A OFF RAMP TO KY1703 NB,FRIDAY,2022/11/11 10:45:00+00,545,5AM,2,2,MOTOR VEHICLE,28,FEMALE,TRUE,FALSE,RAINING,WET,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/OFF,,,FALSE
LYNDON POLICE DEPARTMENT,KY1747,,N,HURSTBOURNE,PKWY,STATE,MAJOR ARTERIAL,18,,,,DORSEY,,MORAT,FRIDAY,2022/11/11 17:14:00+00,1214,12PM,2,2,MOTOR VEHICLE,71,MALE,TRUE,FALSE,CLOUDY,WET,FALSE,HEAD-ON COLLISION,HEAD ON,CURVE & GRADE,DAYLIGHT,,,FALSE
LYNDON POLICE DEPARTMENT,KY1447,7400,,WESTPORT,RD,STATE,MINOR ARTERIAL,7,,,,,,,FRIDAY,2022/11/11 20:48:00+00,1548,3PM,2,1,PEDESTRIAN,22,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0864,,,POPLAR LEVEL,RD,STATE,MAJOR ARTERIAL,10,KY0864,KY864 CROSSOVER,,,,,SATURDAY,2022/11/12 08:23:00+00,323,3AM,2,2,MOTOR VEHICLE,21,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0064,,,I-64,,FEDERAL,INTERSTATE,5,,,,,,,MONDAY,2022/11/14 17:14:00+00,1214,12PM,2,2,MOTOR VEHICLE,44,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1020,,,NATIONAL,TPKE,STATE,MINOR ARTERIAL,13,,FARMERS,,,,,MONDAY,2022/11/14 20:36:00+00,1536,3PM,2,1,BICYCLE,70,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
JEFFERSONTOWN POLICE DEPT,I 0064,,,I-64,,FEDERAL,INTERSTATE,18,,,,,,,MONDAY,2022/11/14 20:54:00+00,1554,3PM,2,2,MOTOR VEHICLE,41,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1447,,,WESTPORT,RD,STATE,MINOR ARTERIAL,7,,GOOSE CREEK,,,,,MONDAY,2022/11/15 01:58:00+00,2058,8PM,2,1,PEDESTRIAN,19,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1865,,,NEW CUT,RD,STATE,MAJOR ARTERIAL,15,,KENWOOD,,,,,TUESDAY,2022/11/16 03:21:00+00,2221,10PM,2,2,MOTOR VEHICLE,57,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1865,,,NEW CUT,RD,STATE,MAJOR ARTERIAL,15,,KENWOOD,,,,,TUESDAY,2022/11/16 03:21:00+00,2221,10PM,2,2,MOTOR VEHICLE,18,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0150,,E,BROADWAY,,STATE,MAJOR ARTERIAL,4,KY0061,JACKSON,,,,,WEDNESDAY,2022/11/16 14:00:00+00,900,9AM,2,1,PEDESTRIAN,36,MALE,TRUE,FALSE,CLEAR,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
MIDDLETOWN POLICE DEPARTMENT,,,,URTON,LN,METRO,PRIMARY COLLECTOR,19,,,,,,,WEDNESDAY,2022/11/16 20:58:00+00,1558,3PM,2,2,MOTOR VEHICLE,40,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,CLARKS,LN,METRO,PRIMARY COLLECTOR,15,,BURNETT,,,,,THURSDAY,2022/11/17 11:25:00+00,625,6AM,2,1,PEDESTRIAN,41,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,W,BROADWAY,,METRO,MAJOR ARTERIAL,4,US0031W,22ND,,,,,THURSDAY,2022/11/17 22:56:00+00,1756,5PM,2,2,MOTORCYCLE,20,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1932,,,BRECKENRIDGE,LN,STATE,MINOR ARTERIAL,2,,REDDING,,,,,FRIDAY,2022/11/18 14:09:00+00,909,9AM,2,2,MOTOR VEHICLE,3,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,ASHBY,LN,METRO,PRIMARY COLLECTOR,14,KY1934,GREENBELT,,,,,SATURDAY,2022/11/19 20:19:00+00,1519,3PM,2,2,MOTOR VEHICLE,62,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,RIVER PARK,DR,METRO,MINOR ARTERIAL,5,,30TH,,,,,SUNDAY,2022/11/20 05:36:00+00,36,12AM,1,1,MOTOR VEHICLE,38,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,5100 BLK,,FEGENBUSH,LN,METRO,MINOR ARTERIAL,2,,,,,,,SUNDAY,2022/11/20 10:29:00+00,529,5AM,2,1,PEDESTRIAN,44,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1447,,,WESTPORT,RD,STATE,MINOR ARTERIAL,17,,,,,,,SUNDAY,2022/11/20 22:25:00+00,1725,5PM,2,2,MOTOR VEHICLE,18,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DUSK,,,FALSE
PROSPECT POLICE DEPARTMENT,,,,ROCKINGHAM,RD,PROSPECT,LOCAL,16,,,,TIDEWATER,,INDIAN SPRINGS,SUNDAY,2022/11/21 03:45:00+00,2245,10PM,1,1,MOTOR VEHICLE,36,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,ALAMETER,DR,METRO,LOCAL,12,KY1931,SAINT ANDREWS CHURCH,,,,,TUESDAY,2022/11/22 12:26:00+00,726,7AM,2,1,PEDESTRIAN,,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1865,,,NEW CUT,RD,STATE,MAJOR ARTERIAL,25,,,,,,,TUESDAY,2022/11/22 22:01:00+00,1701,5PM,2,2,MOTOR VEHICLE,17,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1865,,,NEW CUT,RD,STATE,MAJOR ARTERIAL,25,,,,,,,TUESDAY,2022/11/22 22:01:00+00,1701,5PM,2,2,MOTOR VEHICLE,18,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0060A,,,EASTERN,PKWY,STATE,MAJOR ARTERIAL,10,,BARRET,,,,,TUESDAY,2022/11/23 04:27:00+00,2327,11PM,1,1,MOTOR VEHICLE,18,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY NOT LIGHTED,,,FALSE
LYNDON POLICE DEPARTMENT,KY1747,,N,HURSTBOURNE,PKWY,STATE,MAJOR ARTERIAL,18,,,,ORMSBY STATION,,ORMSBY STATION,WEDNESDAY,2022/11/23 18:26:00+00,1326,1PM,2,2,MOTOR VEHICLE,78,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,13517,,DIXIE,HWY,STATE,MAJOR ARTERIAL,14,,,,,,,THURSDAY,2022/11/24 18:41:00+00,1341,1PM,2,2,MOTOR VEHICLE,61,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,13517,,DIXIE,HWY,STATE,MAJOR ARTERIAL,14,,,,,,,THURSDAY,2022/11/24 18:41:00+00,1341,1PM,2,2,MOTOR VEHICLE,40,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,OAKWOOD,AVE,METRO,LOCAL,15,,,,,,,THURSDAY,2022/11/24 18:57:00+00,1357,1PM,2,2,MOTOR VEHICLE,23,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1865,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,15,,,,,,,TUESDAY,2022/11/30 01:06:00+00,2006,8PM,3,3,MOTOR VEHICLE,51,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,PORTLAND,AVE,METRO,MINOR ARTERIAL,5,,,,,,,THURSDAY,2022/12/02 04:19:00+00,2319,11PM,1,1,MOTOR VEHICLE,58,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BUECHEL,BYP,STATE,MAJOR ARTERIAL,10,,,KY2052,HIKES,,BUECHEL BYPASS RAMP TO CR 1020G,FRIDAY,2022/12/02 17:05:00+00,1205,12PM,3,3,MOTOR VEHICLE,74,FEMALE,FALSE,TRUE,CLOUDY,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & HILLCREST,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,10,,,,,,,SATURDAY,2022/12/03 06:41:00+00,141,1AM,3,1,PEDESTRIAN,59,MALE,TRUE,FALSE,RAINING,WET,FALSE,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/OFF,KY1703,I 0264,FALSE
LOUISVILLE METRO POLICE DEPT,KY1447,,,WESTPORT,RD,STATE,MINOR ARTERIAL,17,,,,,,,SATURDAY,2022/12/03 17:20:00+00,1220,12PM,2,2,MOTOR VEHICLE,34,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,10,I 0264,I264 WB EXIT15 ON RAMP FROM KY1703,,,,,SATURDAY,2022/12/04 00:30:00+00,1930,7PM,3,3,MOTOR VEHICLE,71,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,TRUE
LOUISVILLE METRO POLICE DEPT,US0031,,,CLARK MEMORIAL,BRG,STATE,MAJOR ARTERIAL,4,,,,,,,SATURDAY,2022/12/04 00:43:00+00,1943,7PM,3,3,MOTOR VEHICLE,22,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,10,,BASHFORD MANOR,,,,,SUNDAY,2022/12/04 22:10:00+00,1710,5PM,3,3,MOTOR VEHICLE,39,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,10,,BASHFORD MANOR,,,,,SUNDAY,2022/12/04 22:10:00+00,1710,5PM,3,3,MOTOR VEHICLE,52,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1934,,,CANE RUN,RD,STATE,MAJOR ARTERIAL,1,,CRUMS,,,,,MONDAY,2022/12/06 01:02:00+00,2002,8PM,2,2,MOTOR VEHICLE,48,FEMALE,TRUE,FALSE,RAINING,WET,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0907,9106,,3RD STREET,RD,STATE,MINOR ARTERIAL,12,,,,,,,TUESDAY,2022/12/06 16:18:00+00,1118,11AM,1,1,MOTOR VEHICLE,72,FEMALE,TRUE,FALSE,RAINING,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1230,,,CANE RUN,RD,STATE,PRIMARY COLLECTOR,12,,,,BOSSIER,,LOGISTICS,TUESDAY,2022/12/06 22:34:00+00,1734,5PM,1,1,MOTOR VEHICLE,25,MALE,TRUE,FALSE,CLOUDY,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1230,,,CANE RUN,RD,STATE,PRIMARY COLLECTOR,12,,,,BOSSIER,,LOGISTICS,TUESDAY,2022/12/06 22:34:00+00,1734,5PM,1,1,MOTOR VEHICLE,42,MALE,TRUE,FALSE,CLOUDY,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,,4400,,FEGENBUSH,LN,METRO,MINOR ARTERIAL,2,,,,NORFOLK,,NORFOLK,WEDNESDAY,2022/12/07 11:31:00+00,631,6AM,2,1,PEDESTRIAN,59,FEMALE,FALSE,TRUE,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,3,,RATCLIFFE,,,,,WEDNESDAY,2022/12/07 23:56:00+00,1856,6PM,2,2,MOTOR VEHICLE,60,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,PORTLAND,AVE,METRO,MINOR ARTERIAL,5,,,,20TH,US0150,22ND,THURSDAY,2022/12/08 11:47:00+00,647,6AM,2,2,MOTOR VEHICLE,31,FEMALE,TRUE,FALSE,RAINING,WET,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1934,,,CANE RUN,RD,STATE,MINOR ARTERIAL,3,I 0264,I264 E EXIT5 ON RAMP FROM KY1934 S,,,,,THURSDAY,2022/12/08 23:23:00+00,1823,6PM,3,3,MOTOR VEHICLE,25,MALE,TRUE,FALSE,CLEAR,WET,TRUE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,TRUE
LOUISVILLE METRO POLICE DEPT,US0060A,,,EASTERN,PKWY,STATE,MAJOR ARTERIAL,8,,NORRIS,,,,,SATURDAY,2022/12/10 22:45:00+00,1745,5PM,2,2,MOTOR VEHICLE,26,FEMALE,TRUE,FALSE,FOG WITH RAIN,WET,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DUSK,,,FALSE
SHIVELY POLICE DEPARTMENT,,1800B,,HEATON,RD,SHIVELY,LOCAL,3,,,,HEATHER,,MEMORIAL GARDENS,SUNDAY,2022/12/11 20:34:00+00,1534,3PM,2,2,MOTOR VEHICLE,29,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
WEST BUECHEL POLICE DEPT.,KY2052,,,HIKES,LN,STATE,MINOR ARTERIAL,10,,,,,,,SUNDAY,2022/12/12 00:17:00+00,1917,7PM,2,2,MOTOR VEHICLE,44,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
WEST BUECHEL POLICE DEPT.,KY2052,,,HIKES,LN,STATE,MINOR ARTERIAL,10,,,,,,,SUNDAY,2022/12/12 00:17:00+00,1917,7PM,2,2,MOTOR VEHICLE,43,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1934,,,GREENBELT,HWY,STATE,MAJOR ARTERIAL,1,,LOGISTICS,,,,,WEDNESDAY,2022/12/14 23:10:00+00,1810,6PM,2,2,MOTOR VEHICLE,41,MALE,FALSE,TRUE,RAINING,WET,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,2,,WANNSEE,,,,,THURSDAY,2022/12/15 06:26:00+00,126,1AM,1,0,PEDESTRIAN,37,MALE,TRUE,FALSE,CLEAR,WET,TRUE,OTHER INTERSECTION COLLISIONS,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0022,,,BROWNSBORO,RD,STATE,MINOR ARTERIAL,17,,NEW CHAMBERLAIN,,,,,THURSDAY,2022/12/16 03:01:00+00,2201,10PM,2,2,MOTOR VEHICLE,88,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031,,,CLARK MEMORIAL,BRG,STATE,MAJOR ARTERIAL,4,,,,,,,FRIDAY,2022/12/16 19:05:00+00,1405,2PM,2,2,MOTORCYCLE,24,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0864,,,POPLAR LEVEL,RD,STATE,MAJOR ARTERIAL,2,,QUAIL HOLLOW,,,,,SATURDAY,2022/12/18 04:00:00+00,2300,11PM,2,2,MOTOR VEHICLE,54,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0061,,,LYNN,ST,STATE,MINOR ARTERIAL,15,,KESWICK,,,,,SUNDAY,2022/12/18 05:41:00+00,41,12AM,2,2,MOTOR VEHICLE,38,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0061,,,LYNN,ST,STATE,MINOR ARTERIAL,15,,KESWICK,,,,,SUNDAY,2022/12/18 05:41:00+00,41,12AM,2,2,MOTOR VEHICLE,38,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
